"event_id","download_date","user_id","app","category","rating","reviews","app_size","installs","app_type","price","content_rating","genres","last_updated","current_version","android_version","app_id","user_name","user_age","user_location","time_spent_min"
"46","2021-05-08","62","Boys Photo Editor - Six Pack & Men's Suit","ART_AND_DESIGN","4.1","654","12M","100,000+","Free","0","Everyone","Art & Design","March 20, 2018","1.1","4.0.3 and up","2248","Stephanie Jackson","51","Wisconsin","83"
"47","2021-05-08","478","Superheroes Wallpapers | 4K Backgrounds","ART_AND_DESIGN","4.7","7699","4.2M","500,000+","Free","0","Everyone 10+","Art & Design","July 12, 2018","2.2.6.2","4.0.3 and up","8631","Michael Jacobson","61","Kentucky","195"
"48","2021-05-08","402","Mcqueen Coloring pages","ART_AND_DESIGN","4.3","61","7.0M","100,000+","Free","0","Everyone","Art & Design;Action & Adventure","March 7, 2018","1.0.0","4.1 and up","6602","Angela Edwards","51","Nebraska","153"
"49","2021-05-08","206","HD Mickey Minnie Wallpapers","ART_AND_DESIGN","4.7","118","23M","50,000+","Free","0","Everyone","Art & Design","July 7, 2018","1.1.3","4.1 and up","5538","Jill Black","56","Illinois","143"
"50","2021-05-08","333","Harley Quinn wallpapers HD","ART_AND_DESIGN","4.8","192","6.0M","10,000+","Free","0","Everyone","Art & Design","April 25, 2018","1.5","3.0 and up","5626","Rachael Davis","29","Wisconsin","52"
"51","2021-05-08","309","Learn To Draw Kawaii Characters","ART_AND_DESIGN","3.2","55","2.7M","5,000+","Free","0","Everyone","Art & Design","June 6, 2018","","4.2 and up","6268","Zachary Lewis","42","Wyoming","86"
"52","2021-05-08","220","Animated Photo Editor","ART_AND_DESIGN","4.1","203","6.1M","100,000+","Free","0","Everyone","Art & Design","March 21, 2018","1.03","4.0.3 and up","1245","Jason Mcdonald","61","Colorado","89"
"53","2021-05-08","143","Colorfit - Drawing & Coloring","ART_AND_DESIGN","4.7","20260","25M","500,000+","Free","0","Everyone","Art & Design;Creativity","October 11, 2017","1.0.8","4.0.3 and up","3126","Alan Johnson","38","Alabama","169"
"54","2021-05-08","34","How to draw Ladybug and Cat Noir","ART_AND_DESIGN","3.8","564","9.2M","100,000+","Free","0","Everyone","Art & Design","July 11, 2018","2.1","4.1 and up","5769","David Munoz","34","Virginia","189"
"55","2021-05-08","346","I Creative Idea","ART_AND_DESIGN","4.7","353","4.2M","10,000+","Free","0","Teen","Art & Design","April 27, 2018","1.6","4.1 and up","5806","Crystal Freeman","63","South Dakota","204"
"56","2021-05-08","138","Easy Origami Ideas","ART_AND_DESIGN","4.2","1015","11M","100,000+","Free","0","Everyone","Art & Design","January 6, 2018","1.1.0","4.1 and up","4360","Jasmine Long","54","North Dakota","216"
"57","2021-05-08","319","UNICORN - Color By Number & Pixel Art Coloring","ART_AND_DESIGN","4.7","8145","24M","500,000+","Free","0","Everyone","Art & Design;Creativity","August 2, 2018","1.0.9","4.4 and up","9178","Michael Kim","22","Louisiana","159"
"58","2021-05-08","260","Art Drawing Ideas","ART_AND_DESIGN","4.1","227","5.2M","50,000+","Free","0","Everyone","Art & Design","May 31, 2018","1.2","2.3 and up","1321","Mark Wilson","39","Nevada","49"
"59","2021-05-08","71","Pink Silver Bow Keyboard Theme","ART_AND_DESIGN","4.2","1120","9.2M","100,000+","Free","0","Everyone","Art & Design","July 12, 2018","6.7.12.2018","4.0.3 and up","7507","Mary Williams","28","Hawaii","151"
"60","2021-05-08","58","Easy Realistic Drawing Tutorial","ART_AND_DESIGN","4.1","223","4.2M","100,000+","Free","0","Everyone","Art & Design","August 22, 2017","1","2.3 and up","4361","Brian Pearson","38","Iowa","239"
"61","2021-05-08","238","Pencil Sketch Drawing","ART_AND_DESIGN","3.9","136","4.6M","10,000+","Free","0","Everyone","Art & Design","July 12, 2018","6","2.3 and up","7416","Christina Lindsey","64","Rhode Island","240"
"62","2021-05-08","224","Anime Manga Coloring Book","ART_AND_DESIGN","4.5","5035","11M","100,000+","Free","0","Everyone","Art & Design","July 19, 2018","2.2","4.0 and up","1249","Jennifer Fletcher","28","Wisconsin","122"
"63","2021-05-09","326","Zona Azul Digital Fácil SP CET - OFFICIAL São Paulo","AUTO_AND_VEHICLES","4.6","7880","Varies with device","100,000+","Free","0","Everyone","Auto & Vehicles","May 10, 2018","4.6.5","Varies with device","9800","Pamela Miller","44","North Carolina","110"
"64","2021-05-09","123","Hush - Beauty for Everyone","BEAUTY","4.7","18900","17M","500,000+","Free","0","Everyone","Beauty","August 2, 2018","6.10.1","5.0 and up","5789","Meredith Galloway","55","Rhode Island","149"
"65","2021-05-09","365","SKencar","AUTO_AND_VEHICLES","3.7","4806","35M","1,000,000+","Free","0","Everyone","Auto & Vehicles","July 31, 2018","4.0.3","4.0.3 and up","8091","Mr. Juan Henry","62","Delaware","33"
"66","2021-05-09","196","Fuelio: Gas log & costs","AUTO_AND_VEHICLES","4.6","65786","Varies with device","1,000,000+","Free","0","Everyone","Auto & Vehicles","August 2, 2018","Varies with device","4.0.3 and up","5196","Michelle Stone","38","Wisconsin","120"
"67","2021-05-09","344","auto fines","AUTO_AND_VEHICLES","4.6","31433","17M","1,000,000+","Free","0","Everyone","Auto & Vehicles","August 2, 2018","1.4","4.0.3 and up","9835","Hannah Webb","21","Louisiana","212"
"68","2021-05-09","45","Used car is the first car - used car purchase, used car quotation, dealer information to","AUTO_AND_VEHICLES","4.6","5097","19M","1,000,000+","Free","0","Everyone","Auto & Vehicles","July 23, 2018","1.5.18","4.0.3 and up","9258","Christine Stephens","61","Florida","35"
"69","2021-05-09","403","All of the parking lot - National Park application (parking lot search / parking sharing / discount payment)","AUTO_AND_VEHICLES","4","1754","14M","500,000+","Free","0","Everyone","Auto & Vehicles","June 2, 2018","2.3.4","4.0 and up","1163","Derek Mills","29","Connecticut","137"
"70","2021-05-09","331","Inquiry Fines and Debits of Vehicles","AUTO_AND_VEHICLES","4.4","2680","2.2M","500,000+","Free","0","Everyone","Auto & Vehicles","March 20, 2018","1.03","4.0.3 and up","5886","Dawn Conner","49","North Dakota","180"
"71","2021-05-09","203","Gas Station","AUTO_AND_VEHICLES","4","1288","4.5M","100,000+","Free","0","Everyone","Auto & Vehicles","April 21, 2018","2.17","4.0 and up","5312","Ryan Mendoza","20","Texas","235"
"72","2021-05-09","195","ipsy: Makeup, Beauty, and Tips","BEAUTY","4.9","49790","14M","1,000,000+","Free","0","Everyone","Beauty","November 9, 2017","2.3.0","4.1 and up","10009","Brian Stanley","43","Missouri","153"
"73","2021-05-09","270","Filters for Selfie","BEAUTY","4.3","8572","25M","1,000,000+","Free","0","Everyone","Beauty","May 10, 2018","1.1.0","4.0 and up","4944","Erica Ross","33","Florida","103"
"74","2021-05-09","144","BestCam Selfie-selfie, beauty camera, photo editor","BEAUTY","3.9","1739","21M","500,000+","Free","0","Everyone","Beauty","July 12, 2018","1.0.6","4.0.3 and up","2062","Leslie Reed","21","New Hampshire","141"
"75","2021-05-09","116","Mirror - Zoom & Exposure -","BEAUTY","3.9","32090","Varies with device","1,000,000+","Free","0","Everyone","Beauty","October 24, 2016","Varies with device","Varies with device","6730","Grant Rice","63","Vermont","96"
"76","2021-05-09","31","Beauty Selfie Camera","BEAUTY","4.2","2225","52M","500,000+","Free","0","Everyone","Beauty","February 28, 2018","1.6","4.1 and up","2014","Robert Perry","52","Nevada","233"
"77","2021-05-09","216","Hairstyles step by step","BEAUTY","4.6","4369","14M","100,000+","Free","0","Everyone","Beauty","July 25, 2018","1.9","4.0.3 and up","5605","Richard Moore","46","Massachusetts","130"
"78","2021-05-09","292","Tie - Always be happy","BEAUTY","4.7","964","9.0M","50,000+","Free","0","Everyone","Beauty","June 21, 2018","4","4.2 and up","8972","Maria Williams","19","Virginia","79"
"79","2021-05-09","139","Ulta Beauty","BEAUTY","4.7","42050","Varies with device","1,000,000+","Free","0","Everyone","Beauty","June 5, 2018","5.4","5.0 and up","9204","Arthur Santiago","19","North Carolina","81"
"80","2021-05-09","121","Prom MakeUp Tutorial","BEAUTY","4.8","104","12M","10,000+","Free","0","Everyone","Beauty","June 26, 2018","1.3","4.0.3 and up","7667","Robert Rosales","51","Idaho","107"
"81","2021-05-09","155","Selfie Camera","BEAUTY","4.2","17934","Varies with device","1,000,000+","Free","0","Everyone","Beauty","September 12, 2017","Varies with device","Varies with device","8228","Monica Edwards","48","Kentucky","31"
"82","2021-05-09","415","Sweet Selfie Beauty Camera","BEAUTY","4.3","601","35M","100,000+","Free","0","Everyone","Beauty","June 2, 2018","2.0.0","4.0 and up","8659","Christine Small","40","Oklahoma","145"
"83","2021-05-09","270","AutoScout24 Switzerland – Find your new car","AUTO_AND_VEHICLES","4.6","13372","Varies with device","1,000,000+","Free","0","Everyone","Auto & Vehicles","August 3, 2018","Varies with device","Varies with device","1369","Erica Ross","33","Florida","165"
"84","2021-05-09","34","Natural recipes for your beauty","BEAUTY","4.7","1150","9.8M","100,000+","Free","0","Everyone","Beauty","May 15, 2018","4","4.1 and up","7034","David Munoz","34","Virginia","205"
"85","2021-05-09","340","RST - Sale of cars on the PCT","AUTO_AND_VEHICLES","3.2","250","1.1M","100,000+","Free","0","Everyone","Auto & Vehicles","April 27, 2018","1.4","4.0.3 and up","7807","John Scott","49","Washington","51"
"86","2021-05-09","390","SMS Park","AUTO_AND_VEHICLES","4.5","3617","7.9M","100,000+","Free","0","Everyone","Auto & Vehicles","May 16, 2018","2.8.2","4.1 and up","8096","Sandra Levy","42","Utah","146"
"87","2021-05-09","330","CarMax – Cars for Sale: Search Used Car Inventory","AUTO_AND_VEHICLES","4.4","21777","Varies with device","1,000,000+","Free","0","Everyone","Auto & Vehicles","August 4, 2018","Varies with device","Varies with device","2891","Amy Phillips","57","Florida","220"
"88","2021-05-09","100","DMV Permit Practice Test 2018 Edition","AUTO_AND_VEHICLES","4.9","6090","27M","100,000+","Free","0","Everyone","Auto & Vehicles","July 3, 2018","1.7","4.2 and up","3466","William Hayden","48","Nebraska","35"
"89","2021-05-09","136","Check Vehicle Tax","AUTO_AND_VEHICLES","3.9","295","2.7M","10,000+","Free","0","Everyone","Auto & Vehicles","July 30, 2018","0.2.1","4.4 and up","2983","Alyssa Suarez","28","Delaware","241"
"90","2021-05-09","132","Used Cars Mexico","AUTO_AND_VEHICLES","4","190","2.5M","50,000+","Free","0","Everyone","Auto & Vehicles","October 14, 2016","1","2.3 and up","9256","Jeremiah Wright","24","Kentucky","61"
"91","2021-05-09","387","Ulysse Speedometer","AUTO_AND_VEHICLES","4.3","40211","Varies with device","5,000,000+","Free","0","Everyone","Auto & Vehicles","July 30, 2018","Varies with device","Varies with device","9223","Tiffany Padilla","37","North Dakota","92"
"92","2021-05-09","68","REPUVE","AUTO_AND_VEHICLES","3.9","356","Varies with device","100,000+","Free","0","Everyone","Auto & Vehicles","May 25, 2018","Varies with device","Varies with device","7793","Robert Mora","27","South Dakota","208"
"93","2021-05-09","364","Used cars for sale - Trovit","AUTO_AND_VEHICLES","4.2","52530","7.0M","5,000,000+","Free","0","Everyone","Auto & Vehicles","July 16, 2018","4.47.3","4.0.3 and up","9260","Peter Hall","23","Indiana","242"
"94","2021-05-09","8","Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines","AUTO_AND_VEHICLES","4.8","116986","35M","5,000,000+","Free","0","Everyone","Auto & Vehicles","August 2, 2018","1.9.7","4.0.3 and up","4959","Erik Shaw","62","New York","64"
"95","2021-05-09","30","SK Enca Direct Malls - Used Cars Search","AUTO_AND_VEHICLES","3.6","1379","16M","500,000+","Free","0","Everyone","Auto & Vehicles","August 2, 2018","2.2.21","4.2 and up","8088","Olivia Nguyen","48","Virginia","51"
"96","2021-05-09","485","Android Auto - Maps, Media, Messaging & Voice","AUTO_AND_VEHICLES","4.2","271920","16M","10,000,000+","Free","0","Teen","Auto & Vehicles","July 11, 2018","Varies with device","5.0 and up","1214","Eric Kelley","25","Oklahoma","241"
"97","2021-05-09","252","PDD-UA","AUTO_AND_VEHICLES","4.8","736","Varies with device","100,000+","Free","0","Everyone","Auto & Vehicles","July 29, 2018","2.9","2.3.3 and up","7320","Mary Klein","44","Minnesota","183"
"98","2021-05-09","15","Tickets SDA 2019 + Exam RF","AUTO_AND_VEHICLES","4.8","7021","17M","500,000+","Free","0","Everyone","Auto & Vehicles","July 27, 2018","1.79","4.0 and up","8971","Stephen Andrade","32","Wyoming","92"
"99","2021-05-09","342","Free VIN Report for Used Cars","AUTO_AND_VEHICLES","4.6","2431","2.4M","100,000+","Free","0","Everyone","Auto & Vehicles","June 12, 2018","1.37","4.0 and up","5147","Mark Martinez","61","Arizona","237"
"100","2021-05-09","399","Police Lights, Sirens & Follow Me","AUTO_AND_VEHICLES","4.5","737","8.9M","100,000+","Free","0","Everyone","Auto & Vehicles","June 8, 2018","2.3.5.1","4.1 and up","7591","Stephen Thomas","41","Kentucky","191"
"101","2021-05-09","236","Super Cars Wallpapers And Backgrounds","AUTO_AND_VEHICLES","4.6","197","3.4M","50,000+","Free","0","Everyone","Auto & Vehicles","June 14, 2018","1.3","4.0 and up","8598","Joseph Smith","25","Rhode Island","104"
"102","2021-05-09","76","Used car search Goo net whole car Go to net","AUTO_AND_VEHICLES","3.7","5414","18M","1,000,000+","Free","0","Everyone","Auto & Vehicles","July 23, 2018","3.20.1","4.4 and up","9259","Madison Reid","18","New Mexico","61"
"103","2021-05-09","216","Speed Camera Detector - Traffic & Speed Alert","AUTO_AND_VEHICLES","4.3","138","5.4M","100,000+","Free","0","Everyone","Auto & Vehicles","July 23, 2018","1","4.0.3 and up","8466","Richard Moore","46","Massachusetts","233"
"104","2021-05-09","433","Supervision service","AUTO_AND_VEHICLES","4","2155","15M","500,000+","Free","0","Everyone","Auto & Vehicles","July 30, 2018","1.10.3","5.0 and up","8636","Lauren Carr","34","Maine","132"
"105","2021-05-09","229","BEST CAR SOUNDS","AUTO_AND_VEHICLES","4.3","348","38M","100,000+","Free","0","Everyone","Auto & Vehicles","July 29, 2018","1.0.3","2.3 and up","1517","Steven Terry","42","New York","175"
"106","2021-05-09","234","Pick Your Part Garage","AUTO_AND_VEHICLES","3.9","142","32M","50,000+","Free","0","Everyone","Auto & Vehicles","July 24, 2018","1.1.5.0","6.0 and up","7494","Joseph Jennings","46","Virginia","68"
"107","2021-05-09","420","Tickets + PDA 2018 Exam","AUTO_AND_VEHICLES","4.9","197136","38M","1,000,000+","Free","0","Everyone","Auto & Vehicles","July 15, 2018","8.31","4.1 and up","8969","Frank Thompson","39","Florida","249"
"108","2021-05-09","123","Best Car Wallpapers","AUTO_AND_VEHICLES","4.5","994","2.9M","100,000+","Free","0","Everyone","Auto & Vehicles","March 27, 2018","1.6","4.1 and up","2046","Meredith Galloway","55","Rhode Island","40"
"109","2021-05-09","19","Police Detector (Speed Camera Radar)","AUTO_AND_VEHICLES","4.3","3574","3.9M","1,000,000+","Free","0","Everyone 10+","Auto & Vehicles","July 4, 2018","1.6","4.0 and up","7589","Michael Brandt","31","North Dakota","104"
"110","2021-05-09","388","PakWheels: Buy & Sell Cars","AUTO_AND_VEHICLES","4.4","15168","37M","1,000,000+","Free","0","Everyone","Auto & Vehicles","July 27, 2018","10.0.2","4.2 and up","7374","Jenna Butler","55","Alaska","125"
"111","2021-05-10","421","Rainbow Camera","BEAUTY","3.7","3871","23M","1,000,000+","Free","0","Everyone","Beauty","July 30, 2018","2.2.0","4.0 and up","7839","Cindy Peterson","60","Maryland","229"
"112","2021-05-10","236","Methods of teeth whitening","BEAUTY","4.7","257","4.6M","50,000+","Free","0","Everyone","Beauty","August 7, 2017","1","4.0.3 and up","6671","Joseph Smith","25","Rhode Island","94"
"113","2021-05-10","166","Girls hairstyles 2018","BEAUTY","4.2","62","3.1M","10,000+","Free","0","Everyone","Beauty","May 28, 2018","1.9.2","4.0.3 and up","5355","Christopher Becker","25","Delaware","243"
"114","2021-05-10","442","Wattpad 📖 Free Books","BOOKS_AND_REFERENCE","4.6","2914724","Varies with device","100,000,000+","Free","0","Teen","Books & Reference","August 1, 2018","Varies with device","Varies with device","9475","Mike Garcia","23","Florida","101"
"115","2021-05-10","271","E-Book Read - Read Book for free","BOOKS_AND_REFERENCE","4.5","1857","4.9M","50,000+","Free","0","Everyone","Books & Reference","August 3, 2018","1.3.2","4.4 and up","4017","Rhonda Bradley","57","Pennsylvania","203"
"116","2021-05-10","322","Download free book with green book","BOOKS_AND_REFERENCE","4.6","4478","9.5M","100,000+","Free","0","Everyone 10+","Books & Reference","July 31, 2017","1.1","4.0 and up","3871","Lisa Esparza","25","Georgia","151"
"117","2021-05-10","243","Wikipedia","BOOKS_AND_REFERENCE","4.4","577550","Varies with device","10,000,000+","Free","0","Everyone","Books & Reference","August 2, 2018","Varies with device","Varies with device","9596","David Taylor","55","Ohio","241"
"118","2021-05-10","167","Amazon Kindle","BOOKS_AND_REFERENCE","4.2","814080","Varies with device","100,000,000+","Free","0","Teen","Books & Reference","July 27, 2018","Varies with device","Varies with device","1185","Mark Edwards","38","South Dakota","32"
