event_id,download_date,user_id,app,category,rating,reviews,app_size,installs,app_type,price,content_rating,genres,last_updated,current_version,android_version,app_id,user_details
21,2021-03-28,429,CE-STRONG,FAMILY,4.3,0,16000000.0,100,Free,0.0,Everyone,Education,2016-06-17,1.0.4,4.0 and up,2471,"Julie Schroeder, 63, Wyoming"
22,2021-03-28,271,OE TRACKER CE Attendance App,MEDICAL,3.4,16,7800000.0,5000,Free,0.0,Everyone,Medical,2018-03-20,1.3.0,4.4 and up,7174,"Jon Vasquez, 14, Idaho"
23,2021-03-28,564,Professor Online SEDUC-CE,FAMILY,4.1,188,4600000.0,10000,Free,0.0,Everyone,Education,2018-07-06,1.3,4.1 and up,7657,"Amanda Brown, 30, Ohio"
24,2021-03-28,210,ABAI CE Scanner,FAMILY,4.3,0,4300000.0,1000,Free,0.0,Everyone,Education,2018-01-23,1.3,4.1 and up,641,"Regina Curry, 20, Texas"
25,2021-03-28,612,C-E Federal Credit Union,FINANCE,4.3,1,2800000.0,500,Free,0.0,Everyone,Finance,2018-03-23,3.0.6,4.1 and up,2368,"Erica Krueger, 61, Utah"
26,2021-03-28,633,TI-84 CE Graphing Calculator Manual TI 84,FAMILY,5.0,1,27000000.0,100,Paid,4.99,Everyone,Education,2018-03-28,1.5.2,4.1 and up,8710,"Kara Boyd, 21, Colorado"
27,2021-03-28,39,Ultra CE calculator,SPORTS,4.2,28,7300000.0,1000,Free,0.0,Everyone,Sports,2018-06-17,1.52,4.0.3 and up,9221,"Katie Taylor, 49, New Hampshire"
28,2021-03-28,388,Shiver: Moonlit Grove CE,FAMILY,4.1,3433,23000000.0,50000,Free,0.0,Everyone 10+,Casual,2016-03-14,1.1.0,2.3.3 and up,8261,"Lori Johnson, 39, Maine"
29,2021-03-28,538,Beast of Lycan Isle CE,FAMILY,4.1,2683,20000000.0,50000,Free,0.0,Everyone 10+,Casual,2014-01-23,1.0,2.3 and up,2005,"Brian Mueller, 19, Arkansas"
30,2021-03-28,592,QUI EST CE ?,FAMILY,4.3,7,5400000.0,1000,Free,0.0,Everyone,Puzzle,2015-10-11,1.0,2.2 and up,7733,"Brian Peters, 14, Wyoming"
31,2021-03-28,156,Volvo CE Insider,BUSINESS,4.2,45,24000000.0,1000,Free,0.0,Everyone,Business,2018-03-16,1.15.5,4.0.3 and up,9389,"Denise Flores MD, 51, Iowa"
32,2021-03-28,535,Grim Tales: The Wishes CE,GAME,4.3,4923,20000000.0,100000,Free,0.0,Everyone 10+,Adventure,2015-08-26,1.0.0,2.3.3 and up,5471,"Eric Anderson, 64, New Mexico"
33,2021-03-28,306,AC CE BJT Actorial,FAMILY,4.3,1,1400000.0,50,Paid,2.0,Everyone,Education,2015-09-27,2.4,1.6 and up,654,"Nathan Gould, 56, South Carolina"
34,2021-03-28,971,MCQ CE IT,FAMILY,5.0,22,3600000.0,1000,Free,0.0,Everyone,Education,2017-11-07,2.0,4.4 and up,6447,"Brian Jarvis, 50, Michigan"
35,2021-03-28,699,Placement Tips for BE (CE/IT),FAMILY,4.4,7,6300000.0,500,Free,0.0,Everyone,Education,2016-06-24,1.4,4.0 and up,7537,"Samantha Sosa, 64, Wyoming"
36,2021-03-28,841,NetApp CE,BUSINESS,4.3,0,21000000.0,100,Free,0.0,Everyone,Business,2018-02-27,v6.6.0,5.0 and up,7052,"Brett Moon, 44, Delaware"
37,2021-03-28,909,Depths of Betrayal CE (Full),FAMILY,4.3,363,14000000.0,1000,Paid,2.99,Everyone 10+,Casual,2013-08-19,1.0.0,2.3 and up,3728,"Eric Martinez, 51, Georgia"
38,2021-03-28,409,Merck CE,BUSINESS,4.5,2,25000000.0,100,Free,0.0,Everyone,Business,2017-02-13,1.0,4.1 and up,6648,"Jerome Perkins, 51, Tennessee"
39,2021-03-28,418,Magana Jari ce Littafi Na Uku : Part 3 of 3,FAMILY,4.8,65,55000000.0,5000,Free,0.0,Everyone,Education,2017-11-19,1.0,4.0 and up,6493,"Omar Hill, 63, North Dakota"
40,2021-03-28,840,CE SmartApp.com,BUSINESS,4.3,0,42000000.0,100,Free,0.0,Everyone,Business,2018-03-16,102.0.875,4.2 and up,2468,"Michelle Giles, 49, Wyoming"
41,2021-03-28,77,CF Life,FAMILY,5.0,4,8300000.0,100,Free,0.0,Everyone,Education,2018-06-27,3.8.0,4.1 and up,2482,"Toni Williams, 38, Idaho"
42,2021-03-28,322,CF-Bench,TOOLS,4.4,2132,103000.0,100000,Free,0.0,Everyone,Tools,2013-07-03,1.3,2.1 and up,2491,"Isabella Thomas, 50, New Mexico"
43,2021-03-28,536,CF SPOT,HEALTH_AND_FITNESS,4.3,0,9700000.0,100,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up,2486,"Alexander Smith, 44, Tennessee"
44,2021-03-28,614,CF Talenti,HEALTH_AND_FITNESS,4.3,4,7800000.0,100,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up,2487,"Robert Riddle, 46, Idaho"
45,2021-03-28,709,Villarreal CF Wallpapers 4 Fans,LIFESTYLE,4.3,2,3200000.0,50,Free,0.0,Everyone,Lifestyle,2018-05-22,1.0,4.0 and up,9353,"Monica Yu, 25, Tennessee"
46,2021-03-28,40,Thrive CF,HEALTH_AND_FITNESS,2.2,6,8000000.0,100,Free,0.0,Everyone,Health & Fitness,2018-01-05,1.0.1,4.3 and up,8959,"Linda Mcdaniel, 56, Arizona"
47,2021-03-28,542,Special Forces Group 2,GAME,4.6,1432809,29000000.0,10000000,Free,0.0,Mature 17+,Action,2018-07-29,3.3,4.0 and up,8459,"Kyle Cooper, 44, North Carolina"
48,2021-03-28,992,Valencia CF Wallpapers 4 Fans,LIFESTYLE,4.3,4,3100000.0,100,Free,0.0,Everyone,Lifestyle,2018-05-22,1.0,4.0 and up,9297,"Madeline Evans, 64, Missouri"
49,2021-03-28,871,Cacique CF,SPORTS,4.3,19,3500000.0,100,Free,0.0,Everyone,Sports,2016-10-10,01e,4.0.3 and up,2790,"Paige Conner, 45, Georgia"
50,2021-03-28,252,CF Townsville,HEALTH_AND_FITNESS,5.0,4,14000000.0,100,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up,2489,"Nicole Reeves, 49, Arizona"
51,2021-03-28,450,CF Church,FAMILY,4.3,1,8700000.0,50,Free,0.0,Teen,Education,2018-06-26,3.8.0,4.1 and up,2477,"Shannon Holmes, 46, Iowa"
52,2021-03-28,912,CF Etowah,HEALTH_AND_FITNESS,4.3,0,8800000.0,100,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up,2479,"Sandra Morris, 60, Kentucky"
53,2021-03-28,656,"Cystic Fibrosis Symptoms, Doctors & Treatments",HEALTH_AND_FITNESS,4.7,6,9700000.0,100,Free,0.0,Teen,Health & Fitness,2018-04-24,1.0.7,5.0 and up,3298,"Jaclyn Davis, 24, Oregon"
54,2021-03-28,771,Málaga CF Wallpapers 4 Fans,LIFESTYLE,4.3,2,3100000.0,10,Free,0.0,Everyone,Lifestyle,2018-05-22,1.0,4.0 and up,6969,"Scott Willis, 18, Rhode Island"
55,2021-03-28,99,Cluster CF,SPORTS,4.3,10,3200000.0,100,Free,0.0,Everyone,Sports,2018-07-15,4.11,4.1 and up,3093,"Amber Wood, 29, Massachusetts"
56,2021-03-28,456,CF Themis,HEALTH_AND_FITNESS,4.3,0,8500000.0,100,Free,0.0,Everyone,Health & Fitness,2018-07-12,3.1.2,4.1 and up,2488,"Ray Mills, 60, Connecticut"
57,2021-03-28,762,Imperium CF,SPORTS,4.3,9,3500000.0,500,Free,0.0,Everyone,Sports,2017-03-22,01e,4.0.3 and up,5866,"Jacqueline Salazar, 27, Maine"
58,2021-03-28,521,Azulones Getafe CF Fans,SPORTS,4.3,4,7800000.0,100,Free,0.0,Teen,Sports,2017-03-25,2.3.11,2.3.3 and up,1421,"Mary Mcconnell, 34, Alaska"
59,2021-03-28,405,CF Riga,HEALTH_AND_FITNESS,4.3,12,11000000.0,100,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up,2484,"Denise Orozco, 53, North Dakota"
60,2021-03-28,245,Themes DAF CF 85,PERSONALIZATION,4.3,3,14000000.0,100,Free,0.0,Teen,Personalization,2016-05-13,1.0,2.3.3 and up,8948,"Jeffery Campbell, 46, New Hampshire"
61,2021-03-28,90,Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19000000.0,5000000,Free,0.0,Everyone,Travel & Local,2018-07-31,Varies with device,Varies with device,2977,"Erik Turner, 59, Oklahoma"
62,2021-03-28,855,CF GeneE,MEDICAL,4.3,16,40000000.0,1000,Free,0.0,Everyone,Medical,2018-05-31,5.0.0,4.0 and up,2480,"David Martinez, 46, Tennessee"
63,2021-03-28,708,Wallpapers Truck DAF CF,PERSONALIZATION,4.3,19,11000000.0,1000,Free,0.0,Everyone,Personalization,2016-06-27,1.0,2.3.3 and up,9452,"Kyle Franco, 57, Vermont"
64,2021-03-28,565,CF Appreciation,LIFESTYLE,2.0,11,6200000.0,1000,Free,0.0,Everyone,Lifestyle,2018-06-12,2.4.78-s,4.1 and up,2474,"Thomas Chapman, 51, Alaska"
65,2021-03-28,519,Unity CF,LIFESTYLE,5.0,5,8300000.0,100,Free,0.0,Everyone,Lifestyle,2016-04-12,1.0,4.0.3 and up,9237,"Brandon Ramirez, 50, Indiana"
66,2021-03-28,816,Next Launcher 3D Bold-CF Theme,PERSONALIZATION,4.4,175,5500000.0,1000,Paid,0.99,Everyone,Personalization,2014-01-11,1.042,2.2 and up,7093,"James Wells, 48, New Jersey"
67,2021-03-28,524,Overcomers CF - GA,LIFESTYLE,5.0,7,11000000.0,100,Free,0.0,Everyone,Lifestyle,2017-03-20,1.1,4.1 and up,7293,"Crystal Vazquez, 63, Maryland"
68,2021-03-28,85,Themes DAF CF 85 Trucks,PERSONALIZATION,4.3,2,17000000.0,100,Free,0.0,Teen,Personalization,2016-06-09,1.0,2.3.3 and up,8949,"Janice Adams, 14, Hawaii"
69,2021-03-28,787,CF Chat: Connecting Friends,COMMUNICATION,3.4,5,2400000.0,100,Free,0.0,Teen,Communication,2016-04-27,1.4,2.3 and up,2476,"Taylor West, 38, Georgia"
70,2021-03-28,591,CF Invest,FINANCE,4.4,11,4600000.0,500,Free,0.0,Everyone,Finance,2018-02-02,1.20,4.1 and up,2481,"John Mason, 50, Oregon"
71,2021-03-28,935,Team CF,LIFESTYLE,4.3,0,3000000.0,100,Free,0.0,Everyone,Lifestyle,2018-06-07,3.9.9.2,2.3 and up,8782,"Benjamin Williams, 39, Maryland"
72,2021-03-28,385,iOBD2-CF,TOOLS,3.4,5,21000000.0,500,Free,0.0,Everyone,Tools,2016-12-26,1.0,2.3.3 and up,9992,"Laura Perry, 20, Alaska"
73,2021-03-28,652,CF PD,FINANCE,4.3,4,2700000.0,100,Free,0.0,Everyone,Finance,2018-03-28,1.10,4.1 and up,2483,"Frank Reyes, 55, New York"
74,2021-03-28,958,Themes DAF CF Trucks,PERSONALIZATION,4.3,2,15000000.0,100,Free,0.0,Teen,Personalization,2016-06-09,1.0,2.3.3 and up,8950,"Jill Hodge, 31, Nevada"
75,2021-03-28,914,CF Calculator,LIFESTYLE,3.3,25,4700000.0,1000,Free,0.0,Everyone,Lifestyle,2015-03-10,1.0.2,4.0 and up,2475,"Helen Cook, 14, Missouri"
76,2021-03-28,502,CF Climb,LIFESTYLE,1.5,2,3000000.0,100,Free,0.0,Everyone,Lifestyle,2018-06-07,3.9.9.2,2.3 and up,2478,"Richard Watson, 50, Louisiana"
77,2021-03-28,931,Squeezy CF,MEDICAL,4.3,0,1400000.0,10,Paid,2.99,Everyone,Medical,2017-04-26,1.2.11,4.0 and up,8503,"Beth Arnold, 32, South Carolina"
78,2021-03-28,607,Wallpapers DAF CF Trucks,PERSONALIZATION,4.3,1,13000000.0,100,Free,0.0,Teen,Personalization,2016-06-13,1.0,2.3.3 and up,9440,"Brandi Hunt, 29, Ohio"
79,2021-03-28,87,Wallpapers DAF CF 85 Trucks,PERSONALIZATION,4.3,0,16000000.0,10,Free,0.0,Teen,Personalization,2017-04-29,1.0,4.1 and up,9439,"Mrs. Alyssa Walter MD, 36, Mississippi"
80,2021-03-28,181,CF,FINANCE,5.0,2,2000000.0,100,Free,0.0,Everyone,Finance,2016-03-30,1.1,4.0 and up,2473,"Christine Hamilton, 30, Louisiana"
81,2021-03-28,94,CF cal,TOOLS,4.3,123,2900000.0,10000,Free,0.0,Everyone,Tools,2016-02-09,1.0.6,4.0 and up,2490,"Timothy Smith, 27, Maine"
82,2021-03-28,68,Theatre of the Absurd CE(Full),FAMILY,4.1,1143,15000000.0,10000,Paid,2.99,Everyone 10+,Casual,2013-05-21,1.0,2.0.1 and up,8931,"Deanna Jackson, 15, Montana"
83,2021-03-28,329,CEHQ - CE Credits for Nurses,FAMILY,4.5,12,4000000.0,1000,Free,0.0,Everyone,Education,2018-05-25,3.0.18,5.0 and up,2472,"Jeffery Jimenez, 27, South Dakota"
84,2021-03-28,824,PAC-MAN CE DX,GAME,4.5,1692,36000000.0,10000,Paid,4.99,Everyone,Arcade,2018-04-23,1.1.0,4.0.3 and up,7312,"William Miller, 61, New Jersey"
85,2021-03-28,5,CB News,FAMILY,5.0,7,20000000.0,50,Free,0.0,Everyone,Education,2016-09-10,1.2.0,4.1 and up,2417,"Stephanie Cantrell, 53, South Carolina"
86,2021-03-28,416,CB Pay,FINANCE,4.5,198,11000000.0,10000,Free,0.0,Everyone,Finance,2018-07-09,1.8.0,4.4 and up,2420,"Elizabeth Lopez, 52, North Dakota"
87,2021-03-28,652,CB Mobile GA,FINANCE,4.3,1,12000000.0,100,Free,0.0,Everyone,Finance,2017-11-21,1.9.1,4.1 and up,2415,"Frank Reyes, 55, New York"
88,2021-03-28,925,CB Register,FAMILY,5.0,1,5600000.0,10,Free,0.0,Everyone,Entertainment,2018-06-27,1.0,4.1 and up,2422,"Nicole Price, 44, Washington"
89,2021-03-28,656,Cádiz CB Gades,SPORTS,4.3,1,3800000.0,10,Free,0.0,Everyone,Sports,2018-08-05,opciÃ³n de cerrar,4.1 and up,3302,"Jaclyn Davis, 24, Oregon"
90,2021-03-28,618,CB Land,BUSINESS,4.3,0,6400000.0,100,Free,0.0,Everyone,Business,2018-03-13,6.3.5,4.1 and up,2410,"Amber Gray, 42, Georgia"
91,2021-03-28,585,Cb browser,COMMUNICATION,5.0,5,3700000.0,50,Free,0.0,Everyone,Communication,2018-04-02,1.0,4.0 and up,2943,"Charles Farmer, 17, Illinois"
92,2021-03-28,135,CB Edits PNG & CB Backgrounds,PHOTOGRAPHY,4.2,17,3400000.0,5000,Free,0.0,Everyone,Photography,2018-07-20,1.0.0,4.1 and up,2404,"Ross Campbell, 38, Nebraska"
93,2021-03-28,622,CB Mobile Biz,FINANCE,1.0,3,8400000.0,500,Free,0.0,Everyone,Finance,2016-02-22,4.4.1255,4.0 and up,2414,"Krista Walker, 38, Tennessee"
94,2021-03-28,385,Antenna Tool Premium,TOOLS,4.5,14,2900000.0,500,Paid,0.99,Everyone,Tools,2017-10-26,2.2,4.0.3 and up,1260,"Laura Perry, 20, Alaska"
95,2021-03-28,982,Antenna Tool,TOOLS,4.2,522,2900000.0,50000,Free,0.0,Everyone,Tools,2017-10-26,2.2 Free,4.0.3 and up,1259,"Joshua Sims, 27, Georgia"
96,2021-03-28,866,CB Heroes,SOCIAL,5.0,5,1800000.0,5,Free,0.0,Everyone,Social,2018-08-04,1.2.4,5.0 and up,2409,"Tanya Pearson, 52, Kentucky"
97,2021-03-28,600,Frequencies,TOOLS,4.2,11,3100000.0,500,Paid,0.99,Everyone,Tools,2018-02-04,1.9,4.0.3 and up,5173,"Chad Johnson, 55, Wisconsin"
98,2021-03-28,993,Creative Destruction,GAME,4.4,201426,80000000.0,5000000,Free,0.0,Teen,Action,2018-08-02,1.0.6,4.0 and up,3235,"Samantha Garza, 37, Montana"
99,2021-03-28,750,CD Library,PRODUCTIVITY,3.9,44,3300000.0,10000,Free,0.0,Everyone,Productivity,2017-02-18,5.7.2,2.1 and up,2445,"Kevin Holmes, 41, Colorado"
100,2021-03-28,142,Sonic CD Classic,GAME,4.6,26138,15000000.0,1000000,Free,0.0,Everyone,Action,2018-02-14,1.0.2,4.2 and up,8433,"Dennis Wells, 32, Louisiana"
101,2021-03-28,963,ARK: Survival Evolved,GAME,3.8,51523,36000000.0,500000,Free,0.0,Teen,Adventure,2018-08-02,1.0.90,7.0 and up,865,"Sharon Smith, 62, Hawaii"
102,2021-03-28,570,CB SmartCAR Monitor,TOOLS,4.3,1,514000.0,10,Free,0.0,Everyone,Tools,2017-07-20,4.0,4.3 and up,2425,"Jamie Goodman, 51, Louisiana"
103,2021-03-28,921,APagri CD,PRODUCTIVITY,4.3,5,0.0,10,Free,0.0,Everyone,Productivity,2018-05-26,Varies with device,Varies with device,846,"Catherine Jones, 21, Delaware"
104,2021-03-28,30,Football-CB GO Clock Theme,PERSONALIZATION,4.7,26,5600000.0,1000,Free,0.0,Everyone,Personalization,2017-03-03,1.0.3,4.0.3 and up,5076,"Lee Jenkins, 28, North Dakota"
105,2021-03-28,454,CB Trader,FINANCE,4.7,11,2200000.0,1000,Free,0.0,Everyone,Finance,2018-04-11,1.6.1,4.0 and up,2427,"Jennifer Smith, 24, Maine"
106,2021-03-28,241,CB Bank Mobile Banking,FINANCE,4.5,1308,3700000.0,100000,Free,0.0,Everyone,Finance,2015-06-08,13.0,2.2 and up,2403,"Richard Barrett, 22, Alabama"
107,2021-03-28,942,CB Martial Arts,HEALTH_AND_FITNESS,4.3,0,8700000.0,10,Free,0.0,Everyone,Health & Fitness,2018-05-15,1.1.7,4.1 and up,2411,"Daniel Wolf, 63, North Dakota"
108,2021-03-28,994,C.B. Shop,SHOPPING,4.3,19,19000000.0,100,Free,0.0,Everyone,Shopping,2017-05-09,1.0.1,4.0.3 and up,2370,"James Miller, 43, Idaho"
109,2021-03-28,986,CB Underground,LIFESTYLE,3.3,3,7400000.0,500,Free,0.0,Everyone,Lifestyle,2015-09-15,1.2,3.2 and up,2428,"Alexis Dunn, 34, South Carolina"
110,2021-03-28,609,CB Background - Free HD Wallpaper Images,PERSONALIZATION,4.1,4538,3300000.0,1000000,Free,0.0,Everyone,Personalization,2018-03-24,3.1.0,4.0 and up,2402,"Amanda Wood, 32, Nevada"
111,2021-03-28,633,CB NFC Pendant,HEALTH_AND_FITNESS,4.3,0,913000.0,50,Free,0.0,Everyone,Health & Fitness,2017-10-04,1.0.2,4.1 and up,2416,"Kara Boyd, 21, Colorado"
112,2021-03-28,796,WRLP CB Repeater,FAMILY,4.3,14,4900000.0,1000,Free,0.0,Teen,Entertainment,2018-07-21,1.1.11,2.1 and up,9421,"Robert Parker, 27, Tennessee"
113,2021-03-28,536,CB Fit,HEALTH_AND_FITNESS,5.0,1,7800000.0,10,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up,2405,"Alexander Smith, 44, Tennessee"
114,2021-03-28,408,Minwa HA ( C.B ),HOUSE_AND_HOME,4.3,0,5000000.0,50,Free,0.0,Everyone,House & Home,2017-09-15,1.0.0,4.1 and up,6724,"Cheryl Thompson, 35, Massachusetts"
115,2021-03-28,556,Channel 19,COMMUNICATION,3.7,916,12000000.0,100000,Free,0.0,Mature 17+,Communication,2018-07-13,2.2.6,4.1 and up,2955,"Tina Martinez, 20, Mississippi"
116,2021-03-28,736,Citizens Bank - CB Mobile,FINANCE,4.8,6,11000000.0,1000,Free,0.0,Everyone,Finance,2018-08-02,4.19.62,4.4 and up,3046,"Sandy Stephens, 62, New Hampshire"
117,2021-03-28,659,CB Mobile Access,FINANCE,1.5,57,25000000.0,1000,Free,0.0,Everyone,Finance,2018-02-26,4.3.6,4.2 and up,2413,"Deanna Knight, 31, New Jersey"
118,2021-03-28,543,CB VIDEO VISION,PHOTOGRAPHY,5.0,13,2600000.0,100,Free,0.0,Everyone,Photography,2017-09-12,0.0.2,4.1 and up,2429,"Dennis Cooper, 60, Ohio"
119,2021-03-28,725,CB Hair Png - New Hair Png For CB Editing,PHOTOGRAPHY,4.6,26,7200000.0,500,Free,0.0,Everyone,Photography,2018-07-29,2,4.0 and up,2408,"Adam Taylor, 64, Michigan"
120,2021-03-28,137,CB STARS,FAMILY,4.3,1,1800000.0,10,Free,0.0,Everyone,Education,2017-12-30,1.0,1.6 and up,2424,"Ian Weaver, 40, Florida"
121,2021-03-28,441,CB Mobile,BUSINESS,4.3,3,2600000.0,100,Free,0.0,Everyone,Business,2018-04-26,10,4.0 and up,2412,"Daniel Bradley, 47, South Dakota"
122,2021-03-28,821,C B Patel Health Club,HEALTH_AND_FITNESS,5.0,5,14000000.0,100,Free,0.0,Everyone,Health & Fitness,2018-07-02,1.0.1,4.4 and up,2348,"Sandra Davies, 60, Montana"
123,2021-03-28,279,CB TV,FAMILY,4.3,2,1900000.0,100,Free,0.0,Teen,Strategy,2016-09-13,1.0.0,4.0.3 and up,2426,"Kathleen Lopez, 37, Nebraska"
124,2021-03-28,176,Design innovation CD Cassette,LIFESTYLE,4.3,5,8300000.0,500,Free,0.0,Everyone,Lifestyle,2017-02-06,1.0,2.3 and up,3731,"Kristi Bailey, 61, Utah"
125,2021-03-28,320,DIY Crafts Cds,LIFESTYLE,4.0,209,3100000.0,50000,Free,0.0,Everyone,Lifestyle,2017-01-24,3.0,3.0 and up,3411,"Brent Rice, 43, Delaware"
126,2021-03-28,616,CD Events,BUSINESS,4.3,1,9500000.0,100,Free,0.0,Everyone,Business,2015-03-27,0.9.0,2.3.3 and up,2443,"Madison Moore, 40, Tennessee"
127,2021-03-28,359,CD COMET,MAPS_AND_NAVIGATION,4.3,12,2600000.0,100,Free,0.0,Everyone,Maps & Navigation,2018-08-04,4.0,4.1 and up,2441,"Susan Medina, 39, South Dakota"
128,2021-03-28,928,DIY Recycled CD Wall Art,LIFESTYLE,4.3,3,7900000.0,1000,Free,0.0,Everyone,Lifestyle,2016-12-14,1.0,2.3 and up,3414,"David Jones, 56, Maryland"
129,2021-03-28,730,CD View,TOOLS,4.3,0,20000000.0,500,Free,0.0,Everyone,Tools,2018-02-06,1.0.180206,4.1 and up,2452,"Ricardo Jenkins, 47, Missouri"
130,2021-03-28,581,US 115th CD,TRAVEL_AND_LOCAL,4.3,0,5700000.0,5,Free,0.0,Everyone,Travel & Local,2017-11-03,106,4.0.3 and up,9183,"Daryl Salazar Jr., 34, North Carolina"
131,2021-03-28,799,Билеты ПДД CD 2019 PRO,AUTO_AND_VEHICLES,4.3,21,16000000.0,100,Paid,1.49,Everyone,Auto & Vehicles,2018-07-27,1.49,4.0 and up,10131,"Richard Bowen, 45, California"
132,2021-03-28,818,STADE.CD,NEWS_AND_MAGAZINES,4.3,0,1700000.0,5,Free,0.0,Everyone,News & Magazines,2018-06-09,1.0,4.0.3 and up,8106,"Danielle Pugh, 38, Massachusetts"
133,2021-03-28,300,OBJECTIFINFOS.CD,NEWS_AND_MAGAZINES,4.3,2,4200000.0,50,Free,0.0,Everyone,News & Magazines,2018-05-23,1.1,4.1 and up,7170,"Wesley Collins, 17, Pennsylvania"
